ts,role,ip,f4,f5,f6,f7,mcs_dl,mcs_ul,snr_dl,snr_ul,rssi_c0p,rssi_c0e,rssi_c1p,rssi_c1e,dl_rate,ul_rate,sta_dl_rssi,sta_ul_rssi,res20,res21,res22,res23,res24
2026-02-25T00:00:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,23,	-95,,	-94,,154M,,-74,-77,,,,,
2026-02-25T00:00:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,23,	-95,,	-94,,154M,,-74,-77,,,,,
2026-02-25T00:21:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,23,	-81,	-83,	-91,	-95,154M,,-76,-77,,,,,
2026-02-25T00:22:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,22,23,	-80,	-81,	-93,	-94,137M,,-76,-75,,,,,
2026-02-25T00:22:01-05:00,SM,192.168.1.3,2,2,,,105,105,22,23,	-80,	-81,	-93,	-94,137M,,-76,-75,,,,,
2026-02-25T00:23:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,22,	-80,	-82,	-93,	-94,154M,,-76,-76,,,,,
2026-02-25T00:23:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,22,	-80,	-82,	-93,	-94,154M,,-76,-76,,,,,
2026-02-25T00:24:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,22,22,	-80,	-82,	-90,	-93,137M,,-76,-76,,,,,
2026-02-25T00:24:01-05:00,SM,192.168.1.3,2,2,,,105,105,22,22,	-80,	-82,	-90,	-93,137M,,-76,-76,,,,,
2026-02-25T00:25:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,22,	-81,	-84,	-92,	-93,154M,,-76,-78,,,,,
2026-02-25T00:25:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,22,	-81,	-84,	-92,	-93,154M,,-76,-78,,,,,
2026-02-25T00:26:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,22,	-78,	-80,	-90,	-92,154M,,-76,-76,,,,,
2026-02-25T00:26:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,22,	-78,	-80,	-90,	-92,154M,,-76,-76,,,,,
2026-02-25T00:27:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,23,	-82,	-83,	-92,	-94,154M,,-76,-77,,,,,
2026-02-25T00:27:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,23,	-82,	-83,	-92,	-94,154M,,-76,-77,,,,,
2026-02-25T00:28:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,22,23,	-77,	-79,	-91,	-93,137M,,-76,-75,,,,,
2026-02-25T00:28:01-05:00,SM,192.168.1.3,2,2,,,105,105,22,23,	-77,	-79,	-91,	-93,137M,,-76,-75,,,,,
2026-02-25T00:29:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,23,	-80,	-82,	-92,	-96,154M,,-74,-75,,,,,
2026-02-25T00:29:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,23,	-80,	-82,	-92,	-96,154M,,-74,-75,,,,,
2026-02-25T00:30:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,22,	-79,	-82,	-91,	-92,154M,,-74,-78,,,,,
2026-02-25T00:30:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,22,	-79,	-82,	-91,	-92,154M,,-74,-78,,,,,
2026-02-25T00:31:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,23,	-79,	-81,	-91,	-94,154M,,-74,-75,,,,,
2026-02-25T00:31:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,23,	-79,	-81,	-91,	-94,154M,,-74,-75,,,,,
2026-02-25T00:32:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,22,	-78,	-81,	-91,	-94,154M,,-74,-76,,,,,
2026-02-25T00:32:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,22,	-78,	-81,	-91,	-94,154M,,-74,-76,,,,,
2026-02-25T00:33:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,23,	-79,	-82,	-92,	-94,154M,,-74,-75,,,,,
2026-02-25T00:33:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,23,	-79,	-82,	-92,	-94,154M,,-74,-75,,,,,
2026-02-25T00:34:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,23,	-77,	-79,	-90,	-92,154M,,-74,-75,,,,,
2026-02-25T00:34:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,23,	-77,	-79,	-90,	-92,154M,,-74,-75,,,,,
2026-02-25T00:35:01-05:00,AP,192.168.1.2,0,137,2,2,104,105,22,23,	-80,	-81,	-91,	-95,103M,,-74,-75,,,,,
2026-02-25T00:35:01-05:00,SM,192.168.1.3,2,2,,,104,105,22,23,	-80,	-81,	-91,	-95,103M,,-74,-75,,,,,
2026-02-25T00:36:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,23,	-87,,	-91,,154M,,-74,-77,,,,,
2026-02-25T00:36:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,23,	-87,,	-91,,154M,,-74,-77,,,,,
2026-02-25T00:37:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,22,23,	-80,	-82,	-92,	-96,137M,,-74,-75,,,,,
2026-02-25T00:37:01-05:00,SM,192.168.1.3,2,2,,,105,105,22,23,	-80,	-82,	-92,	-96,137M,,-74,-75,,,,,
2026-02-25T00:38:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,21,22,	-80,	-82,	-92,	-93,154M,,-76,-76,,,,,
2026-02-25T00:38:01-05:00,SM,192.168.1.3,2,2,,,106,105,21,22,	-80,	-82,	-92,	-93,154M,,-76,-76,,,,,
2026-02-25T00:39:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,23,	-79,	-81,	-91,	-95,137M,,-76,-75,,,,,
2026-02-25T00:39:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,23,	-79,	-81,	-91,	-95,137M,,-76,-75,,,,,
2026-02-25T00:40:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,21,22,	-79,	-82,	-93,	-95,154M,,-76,-76,,,,,
2026-02-25T00:40:01-05:00,SM,192.168.1.3,2,2,,,106,105,21,22,	-79,	-82,	-93,	-95,154M,,-76,-76,,,,,
2026-02-25T00:41:02-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,22,	-80,	-82,	-93,	-96,137M,,-76,-76,,,,,
2026-02-25T00:41:02-05:00,SM,192.168.1.3,2,2,,,105,105,21,22,	-80,	-82,	-93,	-96,137M,,-76,-76,,,,,
2026-02-25T00:42:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,23,	-80,	-82,	-93,	-94,137M,,-76,-75,,,,,
2026-02-25T00:42:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,23,	-80,	-82,	-93,	-94,137M,,-76,-75,,,,,
2026-02-25T00:43:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,23,	-80,	-81,	-94,	-94,137M,,-76,-75,,,,,
2026-02-25T00:43:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,23,	-80,	-81,	-94,	-94,137M,,-76,-75,,,,,
2026-02-25T00:44:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,22,	-80,	-82,	-94,	-96,137M,,-76,-76,,,,,
2026-02-25T00:44:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,22,	-80,	-82,	-94,	-96,137M,,-76,-76,,,,,
2026-02-25T00:45:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,21,22,	-77,	-79,	-90,	-91,154M,,-76,-76,,,,,
2026-02-25T00:45:01-05:00,SM,192.168.1.3,2,2,,,106,105,21,22,	-77,	-79,	-90,	-91,154M,,-76,-76,,,,,
2026-02-25T00:46:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,21,22,	-80,	-81,	-93,	-93,154M,,-76,-76,,,,,
2026-02-25T00:46:01-05:00,SM,192.168.1.3,2,2,,,106,105,21,22,	-80,	-81,	-93,	-93,154M,,-76,-76,,,,,
2026-02-25T00:47:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,22,	-80,	-82,	-92,	-94,137M,,-76,-76,,,,,
2026-02-25T00:47:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,22,	-80,	-82,	-92,	-94,137M,,-76,-76,,,,,
2026-02-25T00:48:02-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,23,	-81,	-83,	-92,	-93,137M,,-75,-77,,,,,
2026-02-25T00:48:02-05:00,SM,192.168.1.3,2,2,,,105,105,21,23,	-81,	-83,	-92,	-93,137M,,-75,-77,,,,,
2026-02-25T00:49:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,22,	-80,	-81,	-94,	-96,137M,,-75,-76,,,,,
2026-02-25T00:49:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,22,	-80,	-81,	-94,	-96,137M,,-75,-76,,,,,
2026-02-25T00:50:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,21,22,	-80,	-82,	-92,	-94,154M,,-75,-76,,,,,
2026-02-25T00:50:01-05:00,SM,192.168.1.3,2,2,,,106,105,21,22,	-80,	-82,	-92,	-94,154M,,-75,-76,,,,,
2026-02-25T00:51:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,22,	-81,	-82,	-93,	-94,137M,,-75,-76,,,,,
2026-02-25T00:51:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,22,	-81,	-82,	-93,	-94,137M,,-75,-76,,,,,
2026-02-25T00:52:02-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,21,	-80,	-81,	-93,	-94,137M,,-75,-77,,,,,
2026-02-25T00:52:02-05:00,SM,192.168.1.3,2,2,,,105,105,21,21,	-80,	-81,	-93,	-94,137M,,-75,-77,,,,,
2026-02-25T00:53:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,22,	-80,	-82,	-93,	-95,137M,,-75,-76,,,,,
2026-02-25T00:53:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,22,	-80,	-82,	-93,	-95,137M,,-75,-76,,,,,
2026-02-25T00:54:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,21,23,	-80,	-81,	-93,	-95,154M,,-75,-75,,,,,
2026-02-25T00:54:01-05:00,SM,192.168.1.3,2,2,,,106,105,21,23,	-80,	-81,	-93,	-95,154M,,-75,-75,,,,,
2026-02-25T00:55:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,23,	-79,	-81,	-94,	-94,137M,,-75,-75,,,,,
2026-02-25T00:55:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,23,	-79,	-81,	-94,	-94,137M,,-75,-75,,,,,
2026-02-25T00:56:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,22,	-77,	-79,	-90,	-92,137M,,-75,-76,,,,,
2026-02-25T00:56:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,22,	-77,	-79,	-90,	-92,137M,,-75,-76,,,,,
2026-02-25T00:57:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,22,	-79,	-81,	-92,	-94,137M,,-75,-76,,,,,
2026-02-25T00:57:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,22,	-79,	-81,	-92,	-94,137M,,-75,-76,,,,,
2026-02-25T00:58:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,23,	-80,	-81,	-92,	-95,137M,,-75,-75,,,,,
2026-02-25T00:58:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,23,	-80,	-81,	-92,	-95,137M,,-75,-75,,,,,
2026-02-25T00:59:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,23,	-80,	-82,	-92,	-94,137M,,-75,-75,,,,,
2026-02-25T00:59:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,23,	-80,	-82,	-92,	-94,137M,,-75,-75,,,,,
2026-02-25T01:00:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,21,23,	-77,	-79,	-90,	-92,154M,,-75,-75,,,,,
2026-02-25T01:00:01-05:00,SM,192.168.1.3,2,2,,,106,105,21,23,	-77,	-79,	-90,	-92,154M,,-75,-75,,,,,
2026-02-25T01:01:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,23,	-80,	-82,	-92,	-94,154M,,-76,-75,,,,,
2026-02-25T01:01:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,23,	-80,	-82,	-92,	-94,154M,,-76,-75,,,,,
2026-02-25T01:02:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,23,	-79,	-82,	-92,	-93,154M,,-74,-75,,,,,
2026-02-25T01:02:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,23,	-79,	-82,	-92,	-93,154M,,-74,-75,,,,,
2026-02-25T01:03:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,22,23,	-80,	-81,	-92,	-94,137M,,-76,-75,,,,,
2026-02-25T01:03:01-05:00,SM,192.168.1.3,2,2,,,105,105,22,23,	-80,	-81,	-92,	-94,137M,,-76,-75,,,,,
2026-02-25T01:04:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,23,	-80,	-82,	-93,	-96,154M,,-76,-75,,,,,
2026-02-25T01:04:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,23,	-80,	-82,	-93,	-96,154M,,-76,-75,,,,,
2026-02-25T01:05:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,22,	-82,	-84,	-93,	-95,154M,,-76,-78,,,,,
2026-02-25T01:05:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,22,	-82,	-84,	-93,	-95,154M,,-76,-78,,,,,
2026-02-25T01:06:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,23,	-79,	-81,	-93,	-94,154M,,-76,-75,,,,,
2026-02-25T01:06:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,23,	-79,	-81,	-93,	-94,154M,,-76,-75,,,,,
2026-02-25T01:07:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,23,	-79,	-81,	-91,	-93,154M,,-76,-75,,,,,
2026-02-25T01:07:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,23,	-79,	-81,	-91,	-93,154M,,-76,-75,,,,,
2026-02-25T01:08:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,22,23,	-80,	-82,	-93,	-93,137M,,-76,-75,,,,,
2026-02-25T01:08:01-05:00,SM,192.168.1.3,2,2,,,105,105,22,23,	-80,	-82,	-93,	-93,137M,,-76,-75,,,,,
2026-02-25T01:09:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,22,23,	-80,	-82,	-92,	-95,137M,,-76,-75,,,,,
2026-02-25T01:09:01-05:00,SM,192.168.1.3,2,2,,,105,105,22,23,	-80,	-82,	-92,	-95,137M,,-76,-75,,,,,
2026-02-25T01:10:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,23,	-79,	-81,	-91,	-94,154M,,-76,-75,,,,,
2026-02-25T01:10:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,23,	-79,	-81,	-91,	-94,154M,,-76,-75,,,,,
2026-02-25T01:11:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,23,	-80,	-82,	-92,	-96,154M,,-75,-75,,,,,
2026-02-25T01:11:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,23,	-80,	-82,	-92,	-96,154M,,-75,-75,,,,,
2026-02-25T01:12:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,23,	-83,	-85,	-93,	-94,154M,,-75,-77,,,,,
2026-02-25T01:12:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,23,	-83,	-85,	-93,	-94,154M,,-75,-77,,,,,
2026-02-25T01:13:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,22,23,	-80,	-82,	-91,	-94,137M,,-75,-75,,,,,
2026-02-25T01:13:01-05:00,SM,192.168.1.3,2,2,,,105,105,22,23,	-80,	-82,	-91,	-94,137M,,-75,-75,,,,,
2026-02-25T01:14:01-05:00,AP,192.168.1.2,0,137,2,2,106,106,22,23,	-80,	-82,	-93,	-95,154M,,-75,-75,,,,,
2026-02-25T01:14:01-05:00,SM,192.168.1.3,2,2,,,106,106,22,23,	-80,	-82,	-93,	-95,154M,,-75,-75,,,,,
2026-02-25T01:15:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,22,	-79,	-81,	-92,	-95,154M,,-75,-76,,,,,
2026-02-25T01:15:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,22,	-79,	-81,	-92,	-95,154M,,-75,-76,,,,,
2026-02-25T01:16:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,22,23,	-79,	-81,	-92,	-95,154M,,-75,-75,,,,,
2026-02-25T01:16:01-05:00,SM,192.168.1.3,2,2,,,106,105,22,23,	-79,	-81,	-92,	-95,154M,,-75,-75,,,,,
2026-02-25T01:17:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,22,	-80,	-82,	-91,	-95,137M,,-76,-76,,,,,
2026-02-25T01:17:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,22,	-80,	-82,	-91,	-95,137M,,-76,-76,,,,,
2026-02-25T01:18:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,21,22,	-80,	-82,	-92,	-95,154M,,-76,-76,,,,,
2026-02-25T01:18:01-05:00,SM,192.168.1.3,2,2,,,106,105,21,22,	-80,	-82,	-92,	-95,154M,,-76,-76,,,,,
2026-02-25T01:19:01-05:00,AP,192.168.1.2,0,137,2,2,105,106,21,23,	-77,	-79,	-89,	-92,137M,,-76,-75,,,,,
2026-02-25T01:19:01-05:00,SM,192.168.1.3,2,2,,,105,106,21,23,	-77,	-79,	-89,	-92,137M,,-76,-75,,,,,
2026-02-25T01:20:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,23,	-79,	-81,	-94,	-94,137M,,-76,-75,,,,,
2026-02-25T01:20:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,23,	-79,	-81,	-94,	-94,137M,,-76,-75,,,,,
2026-02-25T01:21:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,21,22,	-80,	-82,	-94,	-95,154M,,-76,-76,,,,,
2026-02-25T01:21:01-05:00,SM,192.168.1.3,2,2,,,106,105,21,22,	-80,	-82,	-94,	-95,154M,,-76,-76,,,,,
2026-02-25T01:22:02-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,23,	-80,	-81,	-92,	-94,137M,,-76,-75,,,,,
2026-02-25T01:22:02-05:00,SM,192.168.1.3,2,2,,,105,105,21,23,	-80,	-81,	-92,	-94,137M,,-76,-75,,,,,
2026-02-25T01:23:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,22,	-80,	-81,	-93,	-95,137M,,-76,-76,,,,,
2026-02-25T01:23:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,22,	-80,	-81,	-93,	-95,137M,,-76,-76,,,,,
2026-02-25T01:24:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,22,	-80,	-82,	-94,	-94,137M,,-76,-76,,,,,
2026-02-25T01:24:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,22,	-80,	-82,	-94,	-94,137M,,-76,-76,,,,,
2026-02-25T01:25:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,21,22,	-80,	-81,	-91,	-94,154M,,-76,-76,,,,,
2026-02-25T01:25:01-05:00,SM,192.168.1.3,2,2,,,106,105,21,22,	-80,	-81,	-91,	-94,154M,,-76,-76,,,,,
2026-02-25T01:26:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,21,23,	-80,	-81,	-92,	-94,154M,,-76,-75,,,,,
2026-02-25T01:26:01-05:00,SM,192.168.1.3,2,2,,,106,105,21,23,	-80,	-81,	-92,	-94,154M,,-76,-75,,,,,
2026-02-25T01:27:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,22,	-80,	-81,	-94,	-95,137M,,-76,-76,,,,,
2026-02-25T01:27:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,22,	-80,	-81,	-94,	-95,137M,,-76,-76,,,,,
2026-02-25T01:28:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,21,22,	-79,	-81,	-93,	-95,154M,,-76,-76,,,,,
2026-02-25T01:28:01-05:00,SM,192.168.1.3,2,2,,,106,105,21,22,	-79,	-81,	-93,	-95,154M,,-76,-76,,,,,
2026-02-25T01:29:01-05:00,AP,192.168.1.2,0,137,2,2,104,105,21,23,	-80,	-82,	-93,	-94,103M,,-76,-75,,,,,
2026-02-25T01:29:01-05:00,SM,192.168.1.3,2,2,,,104,105,21,23,	-80,	-82,	-93,	-94,103M,,-76,-75,,,,,
2026-02-25T01:30:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,22,	-80,	-81,	-92,	-96,137M,,-76,-76,,,,,
2026-02-25T01:30:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,22,	-80,	-81,	-92,	-96,137M,,-76,-76,,,,,
2026-02-25T01:31:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,21,23,	-77,	-79,	-91,	-92,154M,,-76,-75,,,,,
2026-02-25T01:31:01-05:00,SM,192.168.1.3,2,2,,,106,105,21,23,	-77,	-79,	-91,	-92,154M,,-76,-75,,,,,
